date,close,predict
2014-08-27,93.7142,2.05988521726656
2014-08-28,93.8243,2.26875902246809
2014-08-29,94.0537,2.1548869927709102
2014-09-02,94.7878,1.8886415544762614
2014-09-03,90.787,1.7123803014695644
2014-09-04,90.0346,1.420749484369278
2014-09-05,90.8146,1.1748748491461276
2014-09-08,90.2548,1.2881193742637636
2014-09-09,89.9153,1.3166183016057016
2014-09-10,92.6773,1.1518800982067585
2014-09-11,93.0719,1.5458670210454464
2014-09-12,93.2829,1.7633105675207374
2014-09-15,93.2554,1.6690435054330826
2014-09-16,92.5488,1.5702391707344054
2014-09-17,93.2095,1.2888556155091524
2014-09-18,93.4022,1.25411757894516
2014-09-19,92.6406,1.2390223927617072
2014-09-22,92.7323,0.8853866188631653
2014-09-23,94.1822,0.6423511602008343
2014-09-24,93.3655,1.1311074958616494
2014-09-25,89.8052,0.8038774963102341
2014-09-26,92.4479,0.29010066266804935
2014-09-29,91.8606,0.6326642295380831
2014-09-30,92.4479,0.01568982000202127
2014-10-01,91.0073,0.05526833919337764
2014-10-02,91.6679,-0.24902739398586748
2014-10-03,91.411,-0.19954897330909968
2014-10-06,91.411,-0.5424426827311516
2014-10-07,90.6127,-0.2546888370756507
2014-10-08,92.4938,-0.8676104446237086
2014-10-09,92.6957,-1.0454725926462412
2014-10-10,92.4296,-1.4249333781938551
2014-10-13,91.5854,-1.9612799385585786
2014-10-14,90.6127,-1.9976446464354993
2014-10-15,89.5024,-2.0269550339012143
2014-10-16,88.3279,-2.064193024857998
2014-10-17,89.6217,-1.948921719294548
2014-10-20,91.5395,-1.1804344787067176
2014-10-21,94.0262,-1.2384124001159669
2014-10-22,94.5033,-1.085424217963457
2014-10-23,96.1917,-0.8358467205389143
2014-10-24,96.5495,-0.8910494859543442
2014-10-27,96.4486,-0.918451055607438
2014-10-28,97.9443,-1.0892131119464634
2014-10-29,98.4949,-0.6990784690639377
2014-10-30,98.1645,-0.9034284959721566
2014-10-31,99.1005,-1.0688670896834136
2014-11-03,100.3851,-1.0004330321724415
2014-11-04,99.651,-0.380968524441719
2014-11-05,99.8896,-0.8485926959018707
2014-11-06,100.1753,-0.9480887013591527
2014-11-07,100.461,-0.8829162119758129
2014-11-10,100.2951,-0.906889772916913
2014-11-11,101.0969,-0.9323868014198543
2014-11-12,102.5253,-0.5575209057049155
2014-11-13,103.9722,0.2610590768355131
2014-11-14,105.2255,0.6857558587586879
2014-11-17,105.0504,1.0723604884214402
2014-11-18,106.4144,1.1301643512649537
2014-11-19,105.6771,1.537959246874094
2014-11-20,107.1885,1.328288193318844
2014-11-21,107.3359,1.6015180189130305
2014-11-24,109.3265,1.6447082732468843
2014-11-25,108.3773,1.8086906863431933
2014-11-26,109.6675,1.530405064687133
2014-11-28,109.603,1.9328814114058017
2014-12-01,106.0457,1.9249418951067923
2014-12-02,105.6402,1.4399811172742845
2014-12-03,106.8383,1.2625312340995074
2014-12-04,106.4328,1.5296710534057618
2014-12-05,105.9812,1.6765560213103294
2014-12-08,103.5851,1.4827371884841918
2014-12-09,105.1702,1.745450796795368
2014-12-10,103.1704,2.2645862754879
2014-12-11,102.8663,2.100159326566219
2014-12-12,101.1245,2.055433125501871
2014-12-15,99.7422,1.6036711502144336
2014-12-16,98.3782,1.7109054589426518
2014-12-17,100.8296,1.0401296650762557
2014-12-18,103.8155,1.2768071595966817
2014-12-19,103.0138,1.3358310310258867
2014-12-22,104.0828,0.8959182190418243
2014-12-23,103.7141,0.5964427320623994
2014-12-24,103.2257,0.6022269898792506
2014-12-26,105.0504,0.4279008304710388
2014-12-29,104.9767,0.26753734364193676
2014-12-30,103.6957,0.6485008005604148
2014-12-31,101.7235,0.698177047277093
2015-01-02,100.7559,0.6915462750495672
2015-01-05,97.9174,1.2611887063372136
2015-01-06,97.9267,1.1817489313646554
2015-01-07,99.2998,1.8288405973660946
2015-01-08,103.1151,1.8095996882539986
2015-01-09,103.2257,2.151939141776323
2015-01-12,100.6822,1.8133758378286362
2015-01-13,101.5761,1.5851026952083112
2015-01-14,101.189,2.0711073985314368
2015-01-15,98.4427,2.52998741662693
2015-01-16,97.6778,2.4701258207039833
2015-01-20,100.1937,2.4181379937472345
2015-01-21,100.9586,3.1941558689222336
2015-01-22,103.5851,2.9713124091637133
2015-01-23,104.1196,3.118281611694336
2015-01-26,104.2302,3.296880113149166
2015-01-27,100.5808,3.3582679610443114
2015-01-28,106.2669,3.070671914940834
2015-01-29,109.5754,3.7790417154655453
2015-01-30,107.9718,4.09299072032404
2015-02-02,109.3265,3.813973419013023
2015-02-03,109.345,4.169947098398208
2015-02-04,110.1836,4.923509133228302
2015-02-05,110.97,5.395518543720246
2015-02-06,110.0356,5.271317511987686
2015-02-09,110.7665,5.578141006832123
2015-02-10,112.8945,5.728603248324394
2015-02-11,115.5406,5.749285186675072
2015-02-12,117.0024,5.643450268650055
2015-02-13,117.5761,5.750122604291439
2015-02-17,118.27,6.284728656435012
2015-02-18,119.0934,6.133393692169189
2015-02-19,118.8436,6.283175208127975
2015-02-20,119.8151,6.334028662014008
2015-02-23,123.0533,6.433379871213913
2015-02-24,122.2854,6.372240255918502
2015-02-25,119.1582,6.667158430326461
2015-02-26,120.6663,6.3187538337221145
2015-02-27,118.8529,5.799325138958454
2015-03-02,119.4357,5.872616701423644
2015-03-03,119.6855,5.5403727101469045
2015-03-04,118.9269,5.232244413062095
2015-03-05,116.9562,4.819007439522743
2015-03-06,117.132,4.1166235745716095
2015-03-09,117.6316,4.179786982840539
2015-03-10,115.1983,4.018067718883038
2015-03-11,113.098,3.643499976501465
2015-03-12,115.1428,3.461080611410141
2015-03-13,114.3471,3.347016276893377
2015-03-16,115.6054,2.8827774728689195
2015-03-17,117.539,2.6541829466772078
2015-03-18,118.8621,2.666324338158846
2015-03-19,117.9647,2.7445836733856197
2015-03-20,116.4843,2.331016835260391
2015-03-23,117.6963,1.95291460660243
2015-03-24,117.2153,1.973422059072852
2015-03-25,114.1528,1.9471347011108397
2015-03-26,114.9485,1.420994287483692
2015-03-27,114.0325,1.4342274954199792
2015-03-30,116.9192,1.3208938413391111
2015-03-31,115.1243,1.608629104831934
2015-04-01,114.9577,1.2875033597586156
2015-04-02,115.9477,1.7750403002197743
2015-04-06,117.8259,1.7692199503551722
2015-04-07,116.5861,1.967340126210928
2015-04-08,116.2067,1.3230280733083486
2015-04-09,117.095,1.5546286002635954
2015-04-10,117.5946,1.6004990255327227
2015-04-13,117.3633,1.5409511255210637
2015-04-14,116.8544,1.6798171039276122
2015-04-15,117.2985,1.6942926186168195
2015-04-16,116.7341,1.7109916386802198
2015-04-17,115.4203,1.6220873575693369
2015-04-20,118.0572,1.797216708333492
2015-04-21,117.4188,2.179284326870442
2015-04-22,119.0009,1.8566740015207528
2015-04-23,119.9724,2.126103233765602
2015-04-24,120.5368,2.112200286458969
2015-04-27,122.7295,2.3941844838726523
2015-04-28,120.7958,2.0361100079796315
2015-04-29,119.0194,2.031987223683357
2015-04-30,115.7904,2.1127567535190583
2015-05-01,119.3062,1.9107693327860833
2015-05-04,119.0749,2.4928170129134655
2015-05-05,116.3918,2.4293473238873484
2015-05-06,115.6609,2.5487757595705984
2015-05-07,116.3763,2.3416383089089394
2015-05-08,118.5689,2.6227221742026807
2015-05-11,117.3611,2.8991563754310605
2015-05-12,116.943,2.5465757523965835
2015-05-13,117.0731,2.459579470438957
2015-05-14,119.8046,2.117924396223068
2015-05-15,119.6373,2.6412107256946564
2015-05-18,120.9566,2.1672135822768213
2015-05-19,120.8452,2.2616620184030536
2015-05-20,120.8358,2.280660976762533
2015-05-21,122.0715,2.3528527944874766
2015-05-22,123.14,2.5002657269001007
2015-05-26,120.427,2.499623186173439
2015-05-27,122.6754,2.3325121425819395
2015-05-28,122.4338,2.5110648398981095
2015-05-29,121.0403,3.0714471332678794
2015-06-01,121.2818,2.6558378494558337
2015-06-02,120.7429,2.455621176400423
2015-06-03,120.8916,2.7523359106721874
2015-06-04,120.1855,2.717421564706564
2015-06-05,119.5258,2.3044491279034616
2015-06-08,118.7361,1.9159912632561922
2015-06-09,118.3831,1.4448064545340538
2015-06-10,119.7395,1.2048470588833096
2015-06-11,119.4701,0.9813167753133775
2015-06-12,118.1508,0.5921869746236801
2015-06-15,117.9185,0.411111122623533
2015-06-16,118.5503,0.17094845167712866
2015-06-17,118.2716,0.24780441543883086
2015-06-18,118.8104,0.0109659365317747
2015-06-19,117.6212,0.2858774783809781
2015-06-22,118.5596,0.11161745839494466
2015-06-23,118.0207,0.6069952194406987
2015-06-24,119.0241,0.29693119050961736
2015-06-25,118.4574,0.41787341564673186
2015-06-26,117.7606,0.054137443574622274
2015-06-29,115.698,-0.07392457566931843
2015-06-30,116.5342,-0.6755424980165958
2015-07-01,117.6212,-0.7045760596346855
2015-07-02,117.4726,-0.5497783436361552
2015-07-06,117.0638,-0.6676897703742981
2015-07-07,116.7758,-0.7091299954351187
2015-07-08,113.8771,-0.36622151356136795
2015-07-09,111.5544,-0.685067914858818
2015-07-10,114.5367,-1.0844191316417455
2015-07-13,116.7479,-0.1976684309269637
2015-07-14,116.7014,0.24264605513596535
2015-07-15,117.8256,0.028942026190727946
2015-07-16,119.3958,0.3404888177706599
2015-07-17,120.427,0.795667031095028
2015-07-20,122.7033,0.9887580635769367
2015-07-21,121.4769,1.4201088748733997
2015-07-22,116.3391,1.8166765982390642
2015-07-23,116.2834,1.7645324435608387
2015-07-24,115.6702,2.4638708119935986
2015-07-27,114.0629,2.80257904616785
2015-07-28,114.6296,2.9635283050842287
2015-07-29,114.2673,3.40411914098382
2015-07-30,113.6912,3.75532981426239
2015-07-31,112.6971,3.835485211667061
2015-08-03,110.04,4.157636386871339
2015-08-04,106.5095,4.456793254609108
2015-08-05,107.2156,4.741845225305557
2015-08-06,107.4489,5.744524279741287
2015-08-07,107.8129,6.077535617368698
2015-08-10,111.7327,6.162218623513221
2015-08-11,105.9183,6.325261204713821
2015-08-12,107.5516,6.1331672841606135
2015-08-13,107.4676,6.223746327919007
2015-08-14,108.2235,6.306713480958939
2015-08-17,109.3434,6.380098274027825
2015-08-18,108.7275,5.734073892903329
2015-08-19,107.3369,5.770145045757771
2015-08-20,105.1343,5.2953577026395795
2015-08-21,98.704,4.809870537261963
2015-08-24,96.2402,4.818527426111221
2015-08-25,96.8188,4.496981632465363
2015-08-26,102.3718,4.894396386733055
2015-08-27,105.3863,4.949444278604508
2015-08-28,105.7316,4.613918133264542
2015-08-31,105.237,3.8493428851532934
2015-09-01,100.5332,3.332463991408348
2015-09-02,104.845,2.650762938189507
2015-09-03,103.0064,2.858062756851196
2015-09-04,101.9798,2.382591891237259
2015-09-08,104.817,1.704150411400795
2015-09-09,102.8011,1.534911140233517
2015-09-10,105.0597,0.9959458067395092
2015-09-11,106.5903,0.39136951692768934
2015-09-14,107.6169,0.12597992530171573
2015-09-15,108.5221,-0.22900182372926176
2015-09-16,108.6435,-1.1314241105157137
2015-09-17,106.3196,-1.1498538818655013
2015-09-18,105.881,-1.9763337632787228
2015-09-21,107.5235,-2.2166836787605284
2015-09-22,105.8343,-1.899191333697796
2015-09-23,106.6929,-2.273032794022322
2015-09-24,107.3276,-2.1216418515200615
2015-09-25,107.0569,-2.3298806431915757
2015-09-28,104.9383,-2.4324253418152333
